order_id,item_id,product_id,quantity,list_price,discount,source,extraction_date
17,4,20,2,599.99,0.2,postgres db,2025-04-18 21:40:55
18,1,2,2,749.99,0.2,postgres db,2025-04-18 21:40:55
18,2,22,1,269.99,0.05,postgres db,2025-04-18 21:40:55
18,3,7,1,3999.99,0.1,postgres db,2025-04-18 21:40:55
18,4,25,2,499.99,0.05,postgres db,2025-04-18 21:40:55
18,5,9,2,2999.99,0.1,postgres db,2025-04-18 21:40:55
19,1,10,1,1549.0,0.07,postgres db,2025-04-18 21:40:55
19,2,9,2,2999.99,0.2,postgres db,2025-04-18 21:40:55
20,1,9,1,2999.99,0.07,postgres db,2025-04-18 21:40:55
20,2,10,2,1549.0,0.07,postgres db,2025-04-18 21:40:55
21,1,14,1,269.99,0.05,postgres db,2025-04-18 21:40:55
21,2,17,1,429.0,0.1,postgres db,2025-04-18 21:40:55
21,3,10,1,1549.0,0.07,postgres db,2025-04-18 21:40:55
22,1,15,2,529.99,0.2,postgres db,2025-04-18 21:40:55
22,2,22,1,269.99,0.05,postgres db,2025-04-18 21:40:55
23,1,4,2,2899.99,0.05,postgres db,2025-04-18 21:40:55
23,2,23,2,299.99,0.1,postgres db,2025-04-18 21:40:55
23,3,13,1,269.99,0.2,postgres db,2025-04-18 21:40:55
24,1,3,2,999.99,0.1,postgres db,2025-04-18 21:40:55
24,2,18,2,449.0,0.07,postgres db,2025-04-18 21:40:55
25,1,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55
25,2,10,2,1549.0,0.2,postgres db,2025-04-18 21:40:55
25,3,22,1,269.99,0.2,postgres db,2025-04-18 21:40:55
25,4,14,1,269.99,0.2,postgres db,2025-04-18 21:40:55
25,5,21,1,269.99,0.1,postgres db,2025-04-18 21:40:55
26,1,7,1,3999.99,0.05,postgres db,2025-04-18 21:40:55
26,2,2,1,749.99,0.2,postgres db,2025-04-18 21:40:55
26,3,12,1,549.99,0.2,postgres db,2025-04-18 21:40:55
26,4,21,2,269.99,0.07,postgres db,2025-04-18 21:40:55
27,1,5,1,1320.99,0.2,postgres db,2025-04-18 21:40:55
27,2,19,1,449.0,0.2,postgres db,2025-04-18 21:40:55
27,3,26,2,599.99,0.07,postgres db,2025-04-18 21:40:55
27,4,8,1,1799.99,0.07,postgres db,2025-04-18 21:40:55
28,1,5,1,1320.99,0.05,postgres db,2025-04-18 21:40:55
28,2,7,2,3999.99,0.2,postgres db,2025-04-18 21:40:55
28,3,14,2,269.99,0.1,postgres db,2025-04-18 21:40:55
28,4,6,1,469.99,0.05,postgres db,2025-04-18 21:40:55
29,1,24,2,549.99,0.05,postgres db,2025-04-18 21:40:55
29,2,6,1,469.99,0.2,postgres db,2025-04-18 21:40:55
29,3,21,2,269.99,0.1,postgres db,2025-04-18 21:40:55
29,4,8,1,1799.99,0.2,postgres db,2025-04-18 21:40:55
29,5,14,2,269.99,0.05,postgres db,2025-04-18 21:40:55
30,1,26,1,599.99,0.05,postgres db,2025-04-18 21:40:55
30,2,17,1,429.0,0.07,postgres db,2025-04-18 21:40:55
30,3,19,1,449.0,0.1,postgres db,2025-04-18 21:40:55
30,4,4,1,2899.99,0.1,postgres db,2025-04-18 21:40:55
30,5,7,2,3999.99,0.1,postgres db,2025-04-18 21:40:55
31,1,11,2,1680.99,0.05,postgres db,2025-04-18 21:40:55
31,2,9,2,2999.99,0.2,postgres db,2025-04-18 21:40:55
32,1,8,2,1799.99,0.07,postgres db,2025-04-18 21:40:55
32,2,12,2,549.99,0.07,postgres db,2025-04-18 21:40:55
32,3,25,2,499.99,0.1,postgres db,2025-04-18 21:40:55
33,1,23,2,299.99,0.07,postgres db,2025-04-18 21:40:55
33,2,7,1,3999.99,0.1,postgres db,2025-04-18 21:40:55
34,1,8,2,1799.99,0.07,postgres db,2025-04-18 21:40:55
34,2,10,2,1549.0,0.1,postgres db,2025-04-18 21:40:55
34,3,17,2,429.0,0.2,postgres db,2025-04-18 21:40:55
35,1,18,1,449.0,0.05,postgres db,2025-04-18 21:40:55
35,2,20,2,599.99,0.05,postgres db,2025-04-18 21:40:55
35,3,5,1,1320.99,0.2,postgres db,2025-04-18 21:40:55
35,4,21,2,269.99,0.07,postgres db,2025-04-18 21:40:55
35,5,22,1,269.99,0.07,postgres db,2025-04-18 21:40:55
36,1,9,1,2999.99,0.07,postgres db,2025-04-18 21:40:55
36,2,5,1,1320.99,0.05,postgres db,2025-04-18 21:40:55
36,3,3,2,999.99,0.2,postgres db,2025-04-18 21:40:55
37,1,16,2,599.99,0.05,postgres db,2025-04-18 21:40:55
38,1,7,2,3999.99,0.05,postgres db,2025-04-18 21:40:55
38,2,23,1,299.99,0.07,postgres db,2025-04-18 21:40:55
38,3,25,1,499.99,0.2,postgres db,2025-04-18 21:40:55
38,4,10,2,1549.0,0.1,postgres db,2025-04-18 21:40:55
38,5,24,1,549.99,0.07,postgres db,2025-04-18 21:40:55
39,1,22,2,269.99,0.2,postgres db,2025-04-18 21:40:55
39,2,16,2,599.99,0.2,postgres db,2025-04-18 21:40:55
39,3,3,2,999.99,0.05,postgres db,2025-04-18 21:40:55
39,4,15,1,529.99,0.1,postgres db,2025-04-18 21:40:55
40,1,17,1,429.0,0.2,postgres db,2025-04-18 21:40:55
40,2,8,2,1799.99,0.2,postgres db,2025-04-18 21:40:55
41,1,5,1,1320.99,0.1,postgres db,2025-04-18 21:40:55
41,2,19,2,449.0,0.2,postgres db,2025-04-18 21:40:55
41,3,26,2,599.99,0.2,postgres db,2025-04-18 21:40:55
42,1,19,1,449.0,0.05,postgres db,2025-04-18 21:40:55
43,1,13,2,269.99,0.1,postgres db,2025-04-18 21:40:55
43,2,12,2,549.99,0.05,postgres db,2025-04-18 21:40:55
44,1,7,1,3999.99,0.1,postgres db,2025-04-18 21:40:55
44,2,16,1,599.99,0.05,postgres db,2025-04-18 21:40:55
45,1,4,2,2899.99,0.2,postgres db,2025-04-18 21:40:55
45,2,22,1,269.99,0.07,postgres db,2025-04-18 21:40:55
45,3,21,2,269.99,0.05,postgres db,2025-04-18 21:40:55
46,1,17,1,429.0,0.1,postgres db,2025-04-18 21:40:55
47,1,6,1,469.99,0.05,postgres db,2025-04-18 21:40:55
47,2,15,1,529.99,0.1,postgres db,2025-04-18 21:40:55
47,3,25,2,499.99,0.07,postgres db,2025-04-18 21:40:55
47,4,13,1,269.99,0.2,postgres db,2025-04-18 21:40:55
48,1,11,1,1680.99,0.1,postgres db,2025-04-18 21:40:55
48,2,4,1,2899.99,0.2,postgres db,2025-04-18 21:40:55
48,3,5,2,1320.99,0.1,postgres db,2025-04-18 21:40:55
48,4,14,2,269.99,0.07,postgres db,2025-04-18 21:40:55
49,1,13,2,269.99,0.07,postgres db,2025-04-18 21:40:55
50,1,3,1,999.99,0.05,postgres db,2025-04-18 21:40:55
50,2,26,2,599.99,0.07,postgres db,2025-04-18 21:40:55
50,3,13,2,269.99,0.2,postgres db,2025-04-18 21:40:55
51,1,13,1,269.99,0.05,postgres db,2025-04-18 21:40:55
51,2,20,1,599.99,0.05,postgres db,2025-04-18 21:40:55
51,3,26,2,599.99,0.2,postgres db,2025-04-18 21:40:55
52,1,25,1,499.99,0.07,postgres db,2025-04-18 21:40:55
53,1,8,2,1799.99,0.2,postgres db,2025-04-18 21:40:55
53,2,23,2,299.99,0.05,postgres db,2025-04-18 21:40:55
53,3,14,2,269.99,0.2,postgres db,2025-04-18 21:40:55
53,4,25,2,499.99,0.1,postgres db,2025-04-18 21:40:55
54,1,26,2,599.99,0.2,postgres db,2025-04-18 21:40:55
54,2,3,1,999.99,0.2,postgres db,2025-04-18 21:40:55
55,1,21,1,269.99,0.05,postgres db,2025-04-18 21:40:55
55,2,25,2,499.99,0.2,postgres db,2025-04-18 21:40:55
55,3,15,2,529.99,0.2,postgres db,2025-04-18 21:40:55
56,1,20,2,599.99,0.07,postgres db,2025-04-18 21:40:55
57,1,23,2,299.99,0.1,postgres db,2025-04-18 21:40:55
57,2,19,2,449.0,0.2,postgres db,2025-04-18 21:40:55
57,3,13,1,269.99,0.07,postgres db,2025-04-18 21:40:55
58,1,14,2,269.99,0.05,postgres db,2025-04-18 21:40:55
58,2,18,1,449.0,0.07,postgres db,2025-04-18 21:40:55
58,3,23,1,299.99,0.1,postgres db,2025-04-18 21:40:55
59,1,21,1,269.99,0.05,postgres db,2025-04-18 21:40:55
59,2,2,1,749.99,0.1,postgres db,2025-04-18 21:40:55
59,3,17,2,429.0,0.1,postgres db,2025-04-18 21:40:55
60,1,14,2,269.99,0.05,postgres db,2025-04-18 21:40:55
60,2,4,1,2899.99,0.1,postgres db,2025-04-18 21:40:55
60,3,15,1,529.99,0.07,postgres db,2025-04-18 21:40:55
60,4,22,1,269.99,0.2,postgres db,2025-04-18 21:40:55
61,1,25,1,499.99,0.1,postgres db,2025-04-18 21:40:55
61,2,15,2,529.99,0.05,postgres db,2025-04-18 21:40:55
61,3,5,2,1320.99,0.2,postgres db,2025-04-18 21:40:55
62,1,14,1,269.99,0.07,postgres db,2025-04-18 21:40:55
62,2,8,2,1799.99,0.1,postgres db,2025-04-18 21:40:55
62,3,22,2,269.99,0.1,postgres db,2025-04-18 21:40:55
63,1,25,2,499.99,0.1,postgres db,2025-04-18 21:40:55
63,2,19,2,449.0,0.05,postgres db,2025-04-18 21:40:55
63,3,3,1,999.99,0.1,postgres db,2025-04-18 21:40:55
64,1,25,2,499.99,0.1,postgres db,2025-04-18 21:40:55
64,2,22,2,269.99,0.2,postgres db,2025-04-18 21:40:55
64,3,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55
64,4,24,2,549.99,0.1,postgres db,2025-04-18 21:40:55
65,1,12,1,549.99,0.1,postgres db,2025-04-18 21:40:55
66,1,2,1,749.99,0.2,postgres db,2025-04-18 21:40:55
66,2,23,1,299.99,0.07,postgres db,2025-04-18 21:40:55
66,3,12,1,549.99,0.07,postgres db,2025-04-18 21:40:55
67,1,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55
67,2,12,2,549.99,0.1,postgres db,2025-04-18 21:40:55
67,3,21,1,269.99,0.2,postgres db,2025-04-18 21:40:55
67,4,5,2,1320.99,0.1,postgres db,2025-04-18 21:40:55
67,5,19,1,449.0,0.2,postgres db,2025-04-18 21:40:55
68,1,13,2,269.99,0.07,postgres db,2025-04-18 21:40:55
68,2,17,1,429.0,0.1,postgres db,2025-04-18 21:40:55
69,1,22,2,269.99,0.1,postgres db,2025-04-18 21:40:55
69,2,5,1,1320.99,0.2,postgres db,2025-04-18 21:40:55
69,3,10,1,1549.0,0.05,postgres db,2025-04-18 21:40:55
70,1,3,2,999.99,0.05,postgres db,2025-04-18 21:40:55
70,2,18,1,449.0,0.2,postgres db,2025-04-18 21:40:55
70,3,20,1,599.99,0.05,postgres db,2025-04-18 21:40:55
71,1,26,2,599.99,0.05,postgres db,2025-04-18 21:40:55
71,2,24,1,549.99,0.2,postgres db,2025-04-18 21:40:55
71,3,18,1,449.0,0.1,postgres db,2025-04-18 21:40:55
72,1,17,2,429.0,0.07,postgres db,2025-04-18 21:40:55
72,2,12,1,549.99,0.05,postgres db,2025-04-18 21:40:55
72,3,13,2,269.99,0.1,postgres db,2025-04-18 21:40:55
73,1,22,1,269.99,0.07,postgres db,2025-04-18 21:40:55
73,2,26,2,599.99,0.05,postgres db,2025-04-18 21:40:55
73,3,3,2,999.99,0.07,postgres db,2025-04-18 21:40:55
73,4,25,1,499.99,0.07,postgres db,2025-04-18 21:40:55
73,5,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55
74,1,16,2,599.99,0.05,postgres db,2025-04-18 21:40:55
74,2,6,1,469.99,0.07,postgres db,2025-04-18 21:40:55
75,1,3,1,999.99,0.1,postgres db,2025-04-18 21:40:55
75,2,7,2,3999.99,0.07,postgres db,2025-04-18 21:40:55
75,3,15,1,529.99,0.2,postgres db,2025-04-18 21:40:55
76,1,12,1,549.99,0.05,postgres db,2025-04-18 21:40:55
76,2,11,2,1680.99,0.1,postgres db,2025-04-18 21:40:55
76,3,5,1,1320.99,0.07,postgres db,2025-04-18 21:40:55
77,1,20,1,599.99,0.07,postgres db,2025-04-18 21:40:55
77,2,24,2,549.99,0.1,postgres db,2025-04-18 21:40:55
77,3,26,1,599.99,0.2,postgres db,2025-04-18 21:40:55
77,4,25,1,499.99,0.2,postgres db,2025-04-18 21:40:55
78,1,17,1,429.0,0.07,postgres db,2025-04-18 21:40:55
78,2,19,1,449.0,0.2,postgres db,2025-04-18 21:40:55
78,3,18,2,449.0,0.1,postgres db,2025-04-18 21:40:55
78,4,14,2,269.99,0.1,postgres db,2025-04-18 21:40:55
79,1,9,2,2999.99,0.1,postgres db,2025-04-18 21:40:55
79,2,17,2,429.0,0.05,postgres db,2025-04-18 21:40:55
79,3,6,1,469.99,0.1,postgres db,2025-04-18 21:40:55
79,4,25,2,499.99,0.07,postgres db,2025-04-18 21:40:55
80,1,26,1,599.99,0.1,postgres db,2025-04-18 21:40:55
80,2,24,1,549.99,0.1,postgres db,2025-04-18 21:40:55
80,3,17,1,429.0,0.2,postgres db,2025-04-18 21:40:55
81,1,10,2,1549.0,0.2,postgres db,2025-04-18 21:40:55
81,2,23,2,299.99,0.05,postgres db,2025-04-18 21:40:55
81,3,25,2,499.99,0.05,postgres db,2025-04-18 21:40:55
82,1,25,2,499.99,0.1,postgres db,2025-04-18 21:40:55
82,2,11,2,1680.99,0.2,postgres db,2025-04-18 21:40:55
83,1,20,1,599.99,0.2,postgres db,2025-04-18 21:40:55
83,2,3,2,999.99,0.05,postgres db,2025-04-18 21:40:55
84,1,23,2,299.99,0.07,postgres db,2025-04-18 21:40:55
84,2,15,2,529.99,0.07,postgres db,2025-04-18 21:40:55
85,1,4,2,2899.99,0.05,postgres db,2025-04-18 21:40:55
85,2,18,1,449.0,0.07,postgres db,2025-04-18 21:40:55
86,1,9,2,2999.99,0.1,postgres db,2025-04-18 21:40:55
86,2,23,2,299.99,0.07,postgres db,2025-04-18 21:40:55
86,3,21,2,269.99,0.2,postgres db,2025-04-18 21:40:55
86,4,15,1,529.99,0.1,postgres db,2025-04-18 21:40:55
87,1,20,2,599.99,0.2,postgres db,2025-04-18 21:40:55
87,2,23,2,299.99,0.1,postgres db,2025-04-18 21:40:55
88,1,10,1,1549.0,0.07,postgres db,2025-04-18 21:40:55
88,2,8,2,1799.99,0.1,postgres db,2025-04-18 21:40:55
88,3,7,1,3999.99,0.1,postgres db,2025-04-18 21:40:55
89,1,5,1,1320.99,0.05,postgres db,2025-04-18 21:40:55
89,2,6,2,469.99,0.1,postgres db,2025-04-18 21:40:55
90,1,3,1,999.99,0.1,postgres db,2025-04-18 21:40:55
90,2,6,1,469.99,0.07,postgres db,2025-04-18 21:40:55
91,1,11,1,1680.99,0.1,postgres db,2025-04-18 21:40:55
91,2,25,1,499.99,0.05,postgres db,2025-04-18 21:40:55
91,3,15,2,529.99,0.07,postgres db,2025-04-18 21:40:55
91,4,13,2,269.99,0.07,postgres db,2025-04-18 21:40:55
92,1,8,1,1799.99,0.1,postgres db,2025-04-18 21:40:55
93,1,22,2,269.99,0.07,postgres db,2025-04-18 21:40:55
93,2,17,1,429.0,0.05,postgres db,2025-04-18 21:40:55
93,3,21,1,269.99,0.1,postgres db,2025-04-18 21:40:55
93,4,2,1,749.99,0.2,postgres db,2025-04-18 21:40:55
93,5,10,2,1549.0,0.07,postgres db,2025-04-18 21:40:55
94,1,12,1,549.99,0.05,postgres db,2025-04-18 21:40:55
94,2,4,1,2899.99,0.2,postgres db,2025-04-18 21:40:55
94,3,11,1,1680.99,0.2,postgres db,2025-04-18 21:40:55
94,4,21,2,269.99,0.07,postgres db,2025-04-18 21:40:55
95,1,10,2,1549.0,0.2,postgres db,2025-04-18 21:40:55
95,2,19,1,449.0,0.1,postgres db,2025-04-18 21:40:55
95,3,8,2,1799.99,0.2,postgres db,2025-04-18 21:40:55
95,4,20,2,599.99,0.05,postgres db,2025-04-18 21:40:55
96,1,26,1,599.99,0.1,postgres db,2025-04-18 21:40:55
96,2,23,1,299.99,0.05,postgres db,2025-04-18 21:40:55
97,1,20,2,599.99,0.2,postgres db,2025-04-18 21:40:55
97,2,2,1,749.99,0.07,postgres db,2025-04-18 21:40:55
97,3,6,2,469.99,0.2,postgres db,2025-04-18 21:40:55
97,4,19,1,449.0,0.1,postgres db,2025-04-18 21:40:55
98,1,19,1,449.0,0.07,postgres db,2025-04-18 21:40:55
98,2,21,1,269.99,0.1,postgres db,2025-04-18 21:40:55
98,3,2,1,749.99,0.2,postgres db,2025-04-18 21:40:55
98,4,22,2,269.99,0.2,postgres db,2025-04-18 21:40:55
99,1,13,1,269.99,0.2,postgres db,2025-04-18 21:40:55
99,2,21,1,269.99,0.2,postgres db,2025-04-18 21:40:55
99,3,25,2,499.99,0.05,postgres db,2025-04-18 21:40:55
99,4,7,2,3999.99,0.07,postgres db,2025-04-18 21:40:55
99,5,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55
100,1,12,2,549.99,0.05,postgres db,2025-04-18 21:40:55
100,2,11,2,1680.99,0.1,postgres db,2025-04-18 21:40:55
100,3,7,2,3999.99,0.2,postgres db,2025-04-18 21:40:55
100,4,16,2,599.99,0.2,postgres db,2025-04-18 21:40:55
100,5,24,2,549.99,0.1,postgres db,2025-04-18 21:40:55
101,1,12,2,549.99,0.2,postgres db,2025-04-18 21:40:55
102,1,15,1,529.99,0.05,postgres db,2025-04-18 21:40:55
102,2,22,1,269.99,0.07,postgres db,2025-04-18 21:40:55
103,1,17,1,429.0,0.07,postgres db,2025-04-18 21:40:55
103,2,3,1,999.99,0.05,postgres db,2025-04-18 21:40:55
103,3,18,1,449.0,0.2,postgres db,2025-04-18 21:40:55
103,4,15,2,529.99,0.1,postgres db,2025-04-18 21:40:55
103,5,9,2,2999.99,0.1,postgres db,2025-04-18 21:40:55
104,1,19,2,449.0,0.1,postgres db,2025-04-18 21:40:55
104,2,26,1,599.99,0.05,postgres db,2025-04-18 21:40:55
105,1,11,2,1680.99,0.2,postgres db,2025-04-18 21:40:55
105,2,3,1,999.99,0.05,postgres db,2025-04-18 21:40:55
105,3,9,1,2999.99,0.05,postgres db,2025-04-18 21:40:55
106,1,17,1,429.0,0.1,postgres db,2025-04-18 21:40:55
106,2,13,2,269.99,0.1,postgres db,2025-04-18 21:40:55
107,1,19,1,449.0,0.2,postgres db,2025-04-18 21:40:55
107,2,13,2,269.99,0.1,postgres db,2025-04-18 21:40:55
108,1,11,1,1680.99,0.1,postgres db,2025-04-18 21:40:55
108,2,22,2,269.99,0.07,postgres db,2025-04-18 21:40:55
108,3,16,2,599.99,0.05,postgres db,2025-04-18 21:40:55
109,1,22,2,269.99,0.1,postgres db,2025-04-18 21:40:55
109,2,6,1,469.99,0.07,postgres db,2025-04-18 21:40:55
110,1,14,1,269.99,0.1,postgres db,2025-04-18 21:40:55
111,1,14,1,269.99,0.1,postgres db,2025-04-18 21:40:55
111,2,12,2,549.99,0.07,postgres db,2025-04-18 21:40:55
112,1,23,2,299.99,0.2,postgres db,2025-04-18 21:40:55
112,2,25,2,499.99,0.07,postgres db,2025-04-18 21:40:55
112,3,24,2,549.99,0.05,postgres db,2025-04-18 21:40:55
112,4,5,1,1320.99,0.2,postgres db,2025-04-18 21:40:55
113,1,12,2,549.99,0.07,postgres db,2025-04-18 21:40:55
113,2,24,2,549.99,0.1,postgres db,2025-04-18 21:40:55
113,3,6,1,469.99,0.07,postgres db,2025-04-18 21:40:55
113,4,23,1,299.99,0.2,postgres db,2025-04-18 21:40:55
113,5,5,2,1320.99,0.2,postgres db,2025-04-18 21:40:55
114,1,12,1,549.99,0.05,postgres db,2025-04-18 21:40:55
114,2,2,1,749.99,0.07,postgres db,2025-04-18 21:40:55
114,3,13,2,269.99,0.1,postgres db,2025-04-18 21:40:55
115,1,22,1,269.99,0.2,postgres db,2025-04-18 21:40:55
115,2,19,1,449.0,0.1,postgres db,2025-04-18 21:40:55
116,1,26,1,599.99,0.05,postgres db,2025-04-18 21:40:55
117,1,22,2,269.99,0.2,postgres db,2025-04-18 21:40:55
117,2,26,1,599.99,0.05,postgres db,2025-04-18 21:40:55
117,3,14,1,269.99,0.2,postgres db,2025-04-18 21:40:55
117,4,19,1,449.0,0.05,postgres db,2025-04-18 21:40:55
118,1,18,1,449.0,0.07,postgres db,2025-04-18 21:40:55
118,2,4,1,2899.99,0.07,postgres db,2025-04-18 21:40:55
118,3,6,1,469.99,0.07,postgres db,2025-04-18 21:40:55
118,4,3,2,999.99,0.1,postgres db,2025-04-18 21:40:55
118,5,23,2,299.99,0.07,postgres db,2025-04-18 21:40:55
119,1,25,1,499.99,0.05,postgres db,2025-04-18 21:40:55
120,1,13,2,269.99,0.05,postgres db,2025-04-18 21:40:55
120,2,6,2,469.99,0.05,postgres db,2025-04-18 21:40:55
120,3,10,2,1549.0,0.05,postgres db,2025-04-18 21:40:55
120,4,17,1,429.0,0.05,postgres db,2025-04-18 21:40:55
120,5,16,2,599.99,0.2,postgres db,2025-04-18 21:40:55
121,1,5,1,1320.99,0.2,postgres db,2025-04-18 21:40:55
121,2,14,2,269.99,0.1,postgres db,2025-04-18 21:40:55
121,3,4,2,2899.99,0.1,postgres db,2025-04-18 21:40:55
121,4,24,2,549.99,0.07,postgres db,2025-04-18 21:40:55
121,5,2,2,749.99,0.05,postgres db,2025-04-18 21:40:55
122,1,16,1,599.99,0.1,postgres db,2025-04-18 21:40:55
123,1,12,2,549.99,0.1,postgres db,2025-04-18 21:40:55
124,1,16,1,599.99,0.05,postgres db,2025-04-18 21:40:55
124,2,4,1,2899.99,0.07,postgres db,2025-04-18 21:40:55
124,3,7,2,3999.99,0.05,postgres db,2025-04-18 21:40:55
125,1,17,1,429.0,0.1,postgres db,2025-04-18 21:40:55
126,1,9,2,2999.99,0.05,postgres db,2025-04-18 21:40:55
127,1,17,1,429.0,0.07,postgres db,2025-04-18 21:40:55
127,2,20,1,599.99,0.1,postgres db,2025-04-18 21:40:55
127,3,4,2,2899.99,0.07,postgres db,2025-04-18 21:40:55
128,1,24,2,549.99,0.1,postgres db,2025-04-18 21:40:55
128,2,16,2,599.99,0.1,postgres db,2025-04-18 21:40:55
128,3,4,2,2899.99,0.2,postgres db,2025-04-18 21:40:55
128,4,3,2,999.99,0.2,postgres db,2025-04-18 21:40:55
129,1,18,1,449.0,0.1,postgres db,2025-04-18 21:40:55
129,2,9,1,2999.99,0.1,postgres db,2025-04-18 21:40:55
130,1,26,1,599.99,0.05,postgres db,2025-04-18 21:40:55
130,2,5,2,1320.99,0.07,postgres db,2025-04-18 21:40:55
131,1,22,2,269.99,0.2,postgres db,2025-04-18 21:40:55
131,2,4,2,2899.99,0.07,postgres db,2025-04-18 21:40:55
131,3,24,2,549.99,0.1,postgres db,2025-04-18 21:40:55
132,1,2,2,749.99,0.05,postgres db,2025-04-18 21:40:55
132,2,20,1,599.99,0.05,postgres db,2025-04-18 21:40:55
132,3,9,1,2999.99,0.1,postgres db,2025-04-18 21:40:55
133,1,13,2,269.99,0.05,postgres db,2025-04-18 21:40:55
133,2,22,1,269.99,0.2,postgres db,2025-04-18 21:40:55
134,1,19,2,449.0,0.1,postgres db,2025-04-18 21:40:55
134,2,2,2,749.99,0.07,postgres db,2025-04-18 21:40:55
134,3,18,2,449.0,0.07,postgres db,2025-04-18 21:40:55
135,1,5,2,1320.99,0.05,postgres db,2025-04-18 21:40:55
135,2,18,2,449.0,0.05,postgres db,2025-04-18 21:40:55
135,3,25,1,499.99,0.2,postgres db,2025-04-18 21:40:55
135,4,2,1,749.99,0.05,postgres db,2025-04-18 21:40:55
136,1,7,2,3999.99,0.2,postgres db,2025-04-18 21:40:55
136,2,3,2,999.99,0.05,postgres db,2025-04-18 21:40:55
137,1,23,1,299.99,0.07,postgres db,2025-04-18 21:40:55
137,2,22,1,269.99,0.1,postgres db,2025-04-18 21:40:55
138,1,16,2,599.99,0.1,postgres db,2025-04-18 21:40:55
138,2,6,1,469.99,0.2,postgres db,2025-04-18 21:40:55
139,1,19,2,449.0,0.07,postgres db,2025-04-18 21:40:55
139,2,3,1,999.99,0.07,postgres db,2025-04-18 21:40:55
140,1,15,1,529.99,0.2,postgres db,2025-04-18 21:40:55
140,2,21,1,269.99,0.2,postgres db,2025-04-18 21:40:55
140,3,12,2,549.99,0.2,postgres db,2025-04-18 21:40:55
140,4,3,1,999.99,0.05,postgres db,2025-04-18 21:40:55
141,1,18,1,449.0,0.2,postgres db,2025-04-18 21:40:55
142,1,16,2,599.99,0.1,postgres db,2025-04-18 21:40:55
